email_content,original_label,type,method,prediction,llm_detection

SPEAKER:  
Jeff Reich, CSO, Rackspace Managed Hosting


SPONSOR:  
netForensics


 




Fact or fiction: Involving end users in the compliance program


WHEN:  
Available on demand


SPEAKER:  
Richard E. Mackey, ISACA/CISM, Vice President of Consulting, SystemsExperts


SPONSOR:  
netForensics


 


>
VIEW ALL PODCASTS & WEBCASTS













































CONTACT US
Sales
For sales inquiries, please contact us at:
llnmsnj@techtarget.com

Editorial

   
    For feedback about any of our articles or to send us your article ideas, please contact us at:
    
vapopuz@techtarget.com



 










GET E-MAIL UPDATES 
Receive Security-related news, tech tips, and more delivered directly to your Inbox. Sign-up by selecting one or more topics and submit your e-mail address below.



SearchSecurity: Network Security



SearchSecurity: Intrusion Defense



SearchSecurity: Current Threats








Not a Member? We'll activate your membership with your subscription.




























ABOUT THIS E-NEWSLETTER














    
    This e-newsletter is published by SearchSecurity.com, a targeted Web site from TechTarget, The IT Media ROI Experts and events company.
    Copyright 2008 TechTarget. All rights reserved.
    
If you no longer wish to receive Updates on new site content from SearchSecurity.com go to unsubscribe: http://searchSecurity.techtarget.com/u?em=tjm%40cognosys.net&uid=2079970&cid=621565&track=NL-105
Please note, unsubscribe requests may take up to 24 hours to process; you may receive additional mailings during that time. A confirmation e-mail will be sent when your request has been successfully processed.   

   Contact Us:
   SearchSecurity.com
   Member Services
   117 Kendrick Street, Suite 800
   Needham, MA 02494",legit,Human-written,ai,legit,Human-written
"Podcast update: Threats and trends for 2008 


Update













February 08, 2008

Published by 

SearchSecurity.com












    Update



























THIS ISSUE:
  > From the Editor: 
 Podcast update: Threats and trends for 2008











FROM THE EDITOR


Podcast update: Threats and trends for 2008
[Maggie Wright, Assistant Editor]
rybamlk@techtarget.com

  Per usual, we have several new and interesting audio downloads for you this month, highlighting topics such as malware, network access control and the threat landscape for 2008. 

Malware has been a hot topic in '08. Nugache, sophisticated rootkits and ransomware have all made headlines. Now, after quietly falling off the radar, PDF spam could be making a comeback. Last week, MX Logic, an antispam and managed services vendor, reported that it is tracking PDF spam found in unwanted messages. As part of our Seacurity Wire Weekly podcast series, Sam Masiello, director of threat
 management at MX Logic, offered his opinions on why the format has resurfaced, how security researchers found it and whether an increase in PDF spam is likely. Also, security researchers at Facetime Communications warn of a new do-it-yourself phishing program that assists phishers in attacking social networking sites like MySpace and Facebook.

The network access control (NAC) market was the topic of choice in our Jan. 23rd Security Wire Weekly edition. Dave Bixler, CISO for Siemens IT Solutions and Services, talks about the state of the network access control market, where NAC technology is headed and why he thinks it's smart for organizations to hold off on NAC deployments. 

In our first Security Squad podcast of the New Year, the SearchSecurity.com editors discussed the likelihood of a massive cyberattack in 2008. The team also examines the Sears spyware scandal.  

In last month's Threat Monitor podcast, security threats expert Ed Skoudis unveiled what he thinks will be the biggest security threats in 2008, and offers advice on how corporations can defend against them. Some of the threats mentioned include spear-phishing, botnets and malware email attacks. 

Be sure to check out our brand-new Compliance School podcast, Fact or fiction: Involving end users in the compliance program. Richard E. Mackey, vice president of consultancy SystemExperts, discloses the tools needed to educate end users about the importance of compliance, how users can get involved in the compliance program and why compliance is an essential aspect of corporate risk management.

We're adding new recordings all the time, so remember, you can visit our audio downloads page at any time to listen to all of our security podcasts and subscribe to our podcast feeds.

Have a great weekend! 


















 SITE HIGHLIGHTS









Info center: Information security governance

        Ensure that your organization's tools, people and business processes meet all of your information security needs. 















 PODCASTS & WEBCASTS












Webcast: Best practices for database security and compliance


WHEN:  
Feb. 13th, 2:00 p.m. ET (19:00 GMT)


SPEAKERS:  
Noel Yuhanna, Principal Analyst


 
Phil Neray, v.p. of Marketing, Guardium


SPONSOR:  
Guardium, Inc.


 




Webcast: Three things you didn't know about the PCI DSS and your Web application's security


WHEN:  
Feb. 12th, 2:00 p.m. ET (19:00 GMT)


SPEAKER:  
Dave Cronin, Director, Worldwide Channels, Breach Security


SPONSOR:  
Breach Security


 




Webcast: Making risk standards work for you


WHEN:  
Available on demand


SPEAKER:  
Jeff Reich, CSO, Rackspace Managed Hosting


SPONSOR:  
netForensics


 




Fact or fiction: Involving end users in the compliance program


WHEN:  
Available on demand


SPEAKER:  
Richard E. Mackey, ISACA/CISM, Vice President of Consulting, SystemsExperts


SPONSOR:  
netForensics


 


>
VIEW ALL PODCASTS & WEBCASTS













































CONTACT US
Sales
For sales inquiries, please contact us at:
llnmsnj@techtarget.com

Editorial

   
    For feedback about any of our articles or to send us your article ideas, please contact us at:
    
vapopuz@techtarget.com



 










GET E-MAIL UPDATES 
Receive Security-related news, tech tips, and more delivered directly to your Inbox. Sign-up by selecting one or more topics and submit your e-mail address below.



SearchSecurity: Network Security



SearchSecurity: Intrusion Defense



SearchSecurity: Current Threats








Not a Member? We'll activate your membership with your subscription.




























ABOUT THIS E-NEWSLETTER














    
    This e-newsletter is published by SearchSecurity.com, a targeted Web site from TechTarget, The IT Media ROI Experts and events company.
    Copyright 2008 TechTarget. All rights reserved.
    
If you no longer wish to receive Updates on new site content from SearchSecurity.com go to unsubscribe: http://searchSecurity.techtarget.com/u?em=tjm%40cognosys.net&uid=2079970&cid=621565&track=NL-105
Please note, unsubscribe requests may take up to 24 hours to process; you may receive additional mailings during that time. A confirmation e-mail will be sent when your request has been successfully processed.   

   Contact Us:
   SearchSecurity.com
   Member Services
   117 Kendrick Street, Suite 800
   Needham, MA 02494",legit,Human-written,deterministic,legit,Human-written
"[Bug 5813] [review] several TLDs are not parsed by URI text scanner in PerMsgStatus.pm http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5813





------- Additional Comments From wrzzpv@sidney.com  2008-02-08 12:53 -------
I have updated trunk to remove bv gb pm sj so um yt from the table and regexp
and to change the test cases to endure that they are not parsed as TLDs.

Committed revision 620000




------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,ai,legit,Human-written
"[Bug 5813] [review] several TLDs are not parsed by URI text scanner in PerMsgStatus.pm http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5813





------- Additional Comments From wrzzpv@sidney.com  2008-02-08 12:53 -------
I have updated trunk to remove bv gb pm sj so um yt from the table and regexp
and to change the test cases to endure that they are not parsed as TLDs.

Committed revision 620000




------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,deterministic,legit,Human-written
"Service alert: spamassassin.zones.apache.org/BBMASS is WARNING *** ASF Nagios ***

Notification Type: PROBLEM
Host: spamassassin.zones.apache.org
Address: 140.211.11.80
Service: BBMASS
State: WARNING
Info: $

Date/Time: Fri Feb 8 12:18:44 GMT 2008",legit,Human-written,ai,legit,Human-written
"Service alert: spamassassin.zones.apache.org/BBMASS is WARNING *** ASF Nagios ***

Notification Type: PROBLEM
Host: spamassassin.zones.apache.org
Address: 140.211.11.80
Service: BBMASS
State: WARNING
Info: $

Date/Time: Fri Feb 8 12:18:44 GMT 2008",legit,Human-written,deterministic,legit,Human-written
"perl5.005_05-MAINT20070902 Hi there porters,

Perl 5.005 is a great version of Perl and still used by many people.
There have been a few distribution updates and tool changes which mean
that it no longer compiles cleanly everywhere, so I believe it's time
for a second maintenance release of perl5.005, which will lead to
perl5.005_05.

Please compile and make test this snapshot on as many platforms as possible:

  http://perl5005.googlecode.com/files/perl5.005_05-MAINT20070902.tar.gz

This is a release candidate. I'm not interested in fixing warnings.

I'm hosting it over at Google Code, but will push things back to
Perforce when it is done:

 http://code.google.com/p/perl5005/

Changes from perl5.005_05-MAINT20070701:

____________________________________________________________________________
[      ] By: acme                                  on 2007/09/02  08:19:41
        Log: Update time.t to blead's as it was occasionally failing
     Branch: maint-5.005/perl
           ! t/op/time.t
____________________________________________________________________________
[      ] By: acme                                  on 2007/09/01  21:07:49
        Log: Fix IPC::SysV test under VC++ 6.0 (Thanks to Steve Hay)
     Branch: maint-5.005/perl
           ! t/lib/ipc_sysv.t
____________________________________________________________________________
[      ] By: acme                                  on 2007/09/01  19:31:20
        Log: For newer FreeBSDs the return type of malloc() and free()
             is being guessed wrong because the 5.005 configure doesn't
             check that if the malloc.h exists that it doesn't simply do
             ""#error ..."" as it does in a number of more recent OS -
             I've copied in the test from the blead Configure and
             jiggled a few things around and all is hunk-dory - with
             this everything compiles and tests fine on
             FreeBSD 6.2-RELEASE-p4 (Thanks to Jonathan Stowe)
     Branch: maint-5.005/perl
           ! Configure

Cheers, Leon",legit,Human-written,ai,legit,Human-written
"perl5.005_05-MAINT20070902 Hi there porters,

Perl 5.005 is a great version of Perl and still used by many people.
There have been a few distribution updates and tool changes which mean
that it no longer compiles cleanly everywhere, so I believe it's time
for a second maintenance release of perl5.005, which will lead to
perl5.005_05.

Please compile and make test this snapshot on as many platforms as possible:

  http://perl5005.googlecode.com/files/perl5.005_05-MAINT20070902.tar.gz

This is a release candidate. I'm not interested in fixing warnings.

I'm hosting it over at Google Code, but will push things back to
Perforce when it is done:

 http://code.google.com/p/perl5005/

Changes from perl5.005_05-MAINT20070701:

____________________________________________________________________________
[      ] By: acme                                  on 2007/09/02  08:19:41
        Log: Update time.t to blead's as it was occasionally failing
     Branch: maint-5.005/perl
           ! t/op/time.t
____________________________________________________________________________
[      ] By: acme                                  on 2007/09/01  21:07:49
        Log: Fix IPC::SysV test under VC++ 6.0 (Thanks to Steve Hay)
     Branch: maint-5.005/perl
           ! t/lib/ipc_sysv.t
____________________________________________________________________________
[      ] By: acme                                  on 2007/09/01  19:31:20
        Log: For newer FreeBSDs the return type of malloc() and free()
             is being guessed wrong because the 5.005 configure doesn't
             check that if the malloc.h exists that it doesn't simply do
             ""#error ..."" as it does in a number of more recent OS -
             I've copied in the test from the blead Configure and
             jiggled a few things around and all is hunk-dory - with
             this everything compiles and tests fine on
             FreeBSD 6.2-RELEASE-p4 (Thanks to Jonathan Stowe)
     Branch: maint-5.005/perl
           ! Configure

Cheers, Leon",legit,Human-written,deterministic,legit,Human-written
"Re: samdb and the session info On Thu, 2007-07-05 at 11:07 +1000, tridge@samba.org wrote:
> Andrew and Simo,
> 
> I've been looking into memory usage in Samba4. When we first got the
> single process model I had measured memory usage of about 15k-20k per
> connection (as seen with vmstat and BASE-BENCH-HOLDCON).
> 
> A test on the current code shows 312k per connection. Approximately
> 90% of this is due to samdb_connect().
> 
> By making a small (hackish) patch to samdb_connect() to use a shared
> ldb with talloc_reference(), I found that memory usage dropped to 26k
> per connection, which is not too much bloat over what we had before
> considering the new features. It also halved the time it takes to
> establish 1000 connections, and I expect it will greatly speed up many
> other operations (as much more memory will be in level 1 cache).

Perhaps this patch would work?  We keep the current session_info
semantics, but share the rest.

Andrew Bartlett

-- 
Andrew Bartlett                                http://samba.org/~abartlet/
Authentication Developer, Samba Team           http://samba.org
Samba Developer, Red Hat Inc.                  http://redhat.com",legit,Human-written,ai,legit,Human-written
"Re: samdb and the session info On Thu, 2007-07-05 at 11:07 +1000, tridge@samba.org wrote:
> Andrew and Simo,
> 
> I've been looking into memory usage in Samba4. When we first got the
> single process model I had measured memory usage of about 15k-20k per
> connection (as seen with vmstat and BASE-BENCH-HOLDCON).
> 
> A test on the current code shows 312k per connection. Approximately
> 90% of this is due to samdb_connect().
> 
> By making a small (hackish) patch to samdb_connect() to use a shared
> ldb with talloc_reference(), I found that memory usage dropped to 26k
> per connection, which is not too much bloat over what we had before
> considering the new features. It also halved the time it takes to
> establish 1000 connections, and I expect it will greatly speed up many
> other operations (as much more memory will be in level 1 cache).

Perhaps this patch would work?  We keep the current session_info
semantics, but share the rest.

Andrew Bartlett

-- 
Andrew Bartlett                                http://samba.org/~abartlet/
Authentication Developer, Samba Team           http://samba.org
Samba Developer, Red Hat Inc.                  http://redhat.com",legit,Human-written,deterministic,legit,Human-written
"Ensuring Code Quality in Multi-threaded Applications 


SYS-CON Technical Whitepapers




Featured Whitepapers











   Extended Validation SSL Certificates 
          



Extended Validation (EV) is a new standard in SSL certificates. This guide explains the needs which drove the development of this standard and how it addresses contemporary security challenges. It also delves into the integration of EV certificates into new high security browsers such as Microsofts IE7. 


Click Here to View This Whitepaper





 



            For a More Secure SOA at Less Cost,Use System z9 and DataDirect




The inherent layered security of IBMs z/series mainframes and its native support for orchestration both in the processor and in z/OS, makes it inherently a good environment for SOA. This whitepaper discusses how DataDirect can help roll out a high-performance SOA while lowering the total cost of ownership.


Click Here To View This Whitepaper






Technical Whitepapers and Other Offers from SYS-CON



  
Ensuring Code Quality in Multi-threaded ApplicationsHow to Eliminate Concurrency Defects with Static Analysis 
            
Today, the world of software development is presented with a new challenge. To fully leverage this new class of multi-core hardware, software developers must change the way they create applications. By turning their focus to multi-threaded applications, developers will be able to take full advantage of multi-core devices and deliver software that meets the demands of the world. But this paradigm of multi-threaded software development adds a new wrinkle of complexity for those who care the utmost about software quality. 
                 Click Here to View This Whitepaper




  
JMS Performance Benchmarks  
            
This paper presents a performance analysis of publish/subscribe messaging throughput of FioranoMQ® 2007, Sonic MQ 7.0, Tibco EMS v4.4.0 and ActiveMQ 4.1.0. This analysis provides a head-to-head comparison of these products designed to illustrate the products' relative performance characteristics for several messaging scenarios.
                 Click Here to View This Whitepaper




 
SCM Best Practices for Continuous Integration   
            
Continuous integration is rapidly being adopted as a key process in software development as part of the shift towards Agile methodologies to improve software quality, reduce costly rework due to broken builds, and increase business value delivered to customers  click to download and learn key SCM best practices for deploying continuous integration.  
                 Click Here to View This Whitepaper




  
Improving .NET Application Performance and Reliability with Managed Database Data Connectivity  
            
Many .NET applications fail to meet user requirements because they do not provide optimal access to underlying Oracle, Sybase, or DB2 databases. The root cause is often unmanaged ADO.NET data providers shipped by the database vendor or from Microsoft. In this paper, SQL Server MVP and SSWUG co-founder Stephen Wynkoop explores common misperceptions about data access technologies, describes the optimum architecture for ADO.NET data providers, and highlights key selection criteria for developers. 
                 Click Here to View This Whitepaper




  
Oracle Empowers Business Process Excellence via Business and IT Collaboration
            
This paper discusses how executives feel pressure to adopt BPM for agility, innovation and competitive differentiation. Further, the paper introduces Oracle BPM, its components and ability to drive innovation with Closed-loop Business Process Optimization. A customer scenario and the role of BPM for Oracle Application Integration Architecture (AIA), illustrate real world adoption of Oracle BPM.
                 Click Here to View This Whitepaper




SYS-CON.TV and Other Webcasts





What Is New in NetBeans 6?

Listen, watch and learn as NetBeans Technology Evangelist Gregg Sporar and Jeremy Geelan deep dive into NetBeans IDE 6.0. This is more than a conversation as you will view multiple screencasts highlighting the new features. Join us today and find out why NetBeans is the only IDE you need.


Click Here To View This Webcast {No Registration Required}







    You are currently subscribed to 02-08-08-whitepaper-mailing as: user6@gvc.ceas-challenge.cc To unsubscribe to this list only, send a blank email to: uwmkn-436119-8984386m@mailman.sys-con.com
 To stop receiving special offers from our partners, but to keep receiving your digital edition and newsletter subscriptions, 
click:http://www2.sys-con.com/globaldelete.cfm?ljqoa=jne@gvc.ceas-challenge.cc&unsubtype=specialoffer
 SYS-CON Media

      577 Chestnut Ridge Road 
      Woodcliff Lake NJ 07677
    201-802-3000",legit,Human-written,ai,legit,Human-written
"Ensuring Code Quality in Multi-threaded Applications 


SYS-CON Technical Whitepapers




Featured Whitepapers











   Extended Validation SSL Certificates 
          



Extended Validation (EV) is a new standard in SSL certificates. This guide explains the needs which drove the development of this standard and how it addresses contemporary security challenges. It also delves into the integration of EV certificates into new high security browsers such as Microsofts IE7. 


Click Here to View This Whitepaper





 



            For a More Secure SOA at Less Cost,Use System z9 and DataDirect




The inherent layered security of IBMs z/series mainframes and its native support for orchestration both in the processor and in z/OS, makes it inherently a good environment for SOA. This whitepaper discusses how DataDirect can help roll out a high-performance SOA while lowering the total cost of ownership.


Click Here To View This Whitepaper






Technical Whitepapers and Other Offers from SYS-CON



  
Ensuring Code Quality in Multi-threaded ApplicationsHow to Eliminate Concurrency Defects with Static Analysis 
            
Today, the world of software development is presented with a new challenge. To fully leverage this new class of multi-core hardware, software developers must change the way they create applications. By turning their focus to multi-threaded applications, developers will be able to take full advantage of multi-core devices and deliver software that meets the demands of the world. But this paradigm of multi-threaded software development adds a new wrinkle of complexity for those who care the utmost about software quality. 
                 Click Here to View This Whitepaper




  
JMS Performance Benchmarks  
            
This paper presents a performance analysis of publish/subscribe messaging throughput of FioranoMQ® 2007, Sonic MQ 7.0, Tibco EMS v4.4.0 and ActiveMQ 4.1.0. This analysis provides a head-to-head comparison of these products designed to illustrate the products' relative performance characteristics for several messaging scenarios.
                 Click Here to View This Whitepaper




 
SCM Best Practices for Continuous Integration   
            
Continuous integration is rapidly being adopted as a key process in software development as part of the shift towards Agile methodologies to improve software quality, reduce costly rework due to broken builds, and increase business value delivered to customers  click to download and learn key SCM best practices for deploying continuous integration.  
                 Click Here to View This Whitepaper




  
Improving .NET Application Performance and Reliability with Managed Database Data Connectivity  
            
Many .NET applications fail to meet user requirements because they do not provide optimal access to underlying Oracle, Sybase, or DB2 databases. The root cause is often unmanaged ADO.NET data providers shipped by the database vendor or from Microsoft. In this paper, SQL Server MVP and SSWUG co-founder Stephen Wynkoop explores common misperceptions about data access technologies, describes the optimum architecture for ADO.NET data providers, and highlights key selection criteria for developers. 
                 Click Here to View This Whitepaper




  
Oracle Empowers Business Process Excellence via Business and IT Collaboration
            
This paper discusses how executives feel pressure to adopt BPM for agility, innovation and competitive differentiation. Further, the paper introduces Oracle BPM, its components and ability to drive innovation with Closed-loop Business Process Optimization. A customer scenario and the role of BPM for Oracle Application Integration Architecture (AIA), illustrate real world adoption of Oracle BPM.
                 Click Here to View This Whitepaper




SYS-CON.TV and Other Webcasts





What Is New in NetBeans 6?

Listen, watch and learn as NetBeans Technology Evangelist Gregg Sporar and Jeremy Geelan deep dive into NetBeans IDE 6.0. This is more than a conversation as you will view multiple screencasts highlighting the new features. Join us today and find out why NetBeans is the only IDE you need.


Click Here To View This Webcast {No Registration Required}







    You are currently subscribed to 02-08-08-whitepaper-mailing as: user6@gvc.ceas-challenge.cc To unsubscribe to this list only, send a blank email to: uwmkn-436119-8984386m@mailman.sys-con.com
 To stop receiving special offers from our partners, but to keep receiving your digital edition and newsletter subscriptions, 
click:http://www2.sys-con.com/globaldelete.cfm?ljqoa=jne@gvc.ceas-challenge.cc&unsubtype=specialoffer
 SYS-CON Media

      577 Chestnut Ridge Road 
      Woodcliff Lake NJ 07677
    201-802-3000",legit,Human-written,deterministic,legit,Human-written
"buildbot failure in jm-feisty The Buildbot has detected a new failure of jm-feisty.
Full details are available at:
 http://buildbot.spamassassin.org:8010/jm-feisty/builds/423

Buildbot URL: http://buildbot.spamassassin.org:8010/

Buildslave for this Build: jm-feisty

Build Reason: 
Build Source Stamp: HEAD
Blamelist: jm

BUILD FAILED: failed test test_3

sincerely,
 -The Buildbot",legit,Human-written,ai,legit,Human-written
"buildbot failure in jm-feisty The Buildbot has detected a new failure of jm-feisty.
Full details are available at:
 http://buildbot.spamassassin.org:8010/jm-feisty/builds/423

Buildbot URL: http://buildbot.spamassassin.org:8010/

Buildslave for this Build: jm-feisty

Build Reason: 
Build Source Stamp: HEAD
Blamelist: jm

BUILD FAILED: failed test test_3

sincerely,
 -The Buildbot",legit,Human-written,deterministic,legit,Human-written
"Re: Regex issue with scoping in loops.  demerphq  wrote:
:Nobull (Brian McCauly) reports
[...]
:
:Here's a much simpler way to reproduce it
:
:use strict;
:use warnings;
:
:'From outside loop' =~ /(.*)/;
:
:for my $pass ( 1, 2 ) {
:    print ""$1\\n"";
:    'From later inside loop' =~ /(.*)/;
:}
:
:__END__
:
:The above could reasonably be expected to print 'From outside loop'
:twice but actually prints 'From later inside loop' the second time.
:
:The work-round is simply to double the {}
:
:use strict;
:use warnings;
:
:'From outside loop' =~ /(.*)/;
:
:for my $pass ( 1, 2 ) {{
:    print ""$1\\n"";
:    'From later inside loop' =~ /(.*)/;
:}}
:

FWIW, the behaviour of the two examples is what I would have expected.
(Though I had to think about the second case a bit: initially I expected
it to do exactly what the first case does.)

>From perlvar:
         $
               Contains the subpattern from the corresponding set of capturing
               parentheses from the last pattern match, not counting patterns
               matched in nested blocks that have been exited already.
               (Mnemonic: like \\digits.)  These variables are all read-only
               and dynamically scoped to the current BLOCK.

It is unfortunate that the documentation does not more carefully define
what it means by ""nested block"" here: from the point of view of the read
access of $1 in the examples, the inner match is not occurring in a nested
block. From the point of view of the program as a whole, the second case
certainly contains a nested block; the first case might or might not,
depending what ""nested"" means; the first case also either might or might
not have ""exited"" its block (nested or no), depending on precisely what
""exited"" means - my own interpretation is that it hasn't exited the block
yet, but that's a sentiment based more on my limited understanding of the
implementation than on any documentation.

If we can work out what the documentation is supposed to be saying, and
what all the words mean, maybe we have a better chance of deciding whether
the implementation matches that, and if not, fixing it.

Hugo",legit,Human-written,ai,legit,Human-written
"Re: Regex issue with scoping in loops.  demerphq  wrote:
:Nobull (Brian McCauly) reports
[...]
:
:Here's a much simpler way to reproduce it
:
:use strict;
:use warnings;
:
:'From outside loop' =~ /(.*)/;
:
:for my $pass ( 1, 2 ) {
:    print ""$1\\n"";
:    'From later inside loop' =~ /(.*)/;
:}
:
:__END__
:
:The above could reasonably be expected to print 'From outside loop'
:twice but actually prints 'From later inside loop' the second time.
:
:The work-round is simply to double the {}
:
:use strict;
:use warnings;
:
:'From outside loop' =~ /(.*)/;
:
:for my $pass ( 1, 2 ) {{
:    print ""$1\\n"";
:    'From later inside loop' =~ /(.*)/;
:}}
:

FWIW, the behaviour of the two examples is what I would have expected.
(Though I had to think about the second case a bit: initially I expected
it to do exactly what the first case does.)

>From perlvar:
         $
               Contains the subpattern from the corresponding set of capturing
               parentheses from the last pattern match, not counting patterns
               matched in nested blocks that have been exited already.
               (Mnemonic: like \\digits.)  These variables are all read-only
               and dynamically scoped to the current BLOCK.

It is unfortunate that the documentation does not more carefully define
what it means by ""nested block"" here: from the point of view of the read
access of $1 in the examples, the inner match is not occurring in a nested
block. From the point of view of the program as a whole, the second case
certainly contains a nested block; the first case might or might not,
depending what ""nested"" means; the first case also either might or might
not have ""exited"" its block (nested or no), depending on precisely what
""exited"" means - my own interpretation is that it hasn't exited the block
yet, but that's a sentiment based more on my limited understanding of the
implementation than on any documentation.

If we can work out what the documentation is supposed to be saying, and
what all the words mean, maybe we have a better chance of deciding whether
the implementation matches that, and if not, fixing it.

Hugo",legit,Human-written,deterministic,legit,Human-written
"CEAS 2007 Conference on Email and Anti-Spam Call for Participation 

                       CALL FOR PARTICIPATION

           CEAS 2007 -- Fourth Conference on Email and Anti-Spam

	       Aug 2 and 3, 2007 (Thursday, Friday)

                       Mountain View, California
			 http://www.ceas.cc
				
The organizers of the Conference on Email and Anti-Spam (CEAS 2007)
invite you to participate in its fourth annual event.
CEAS has established itself as the major venue for Email related research
from both academia and industry, with topic covering all aspects of
electronic messaging including email, instant messaging, text messaging,
and VoIP.

The conference will be held as usual in Mountain View, California from
Aug 2 to Aug 3, 2007. This forum brings together academic and industrial
researchers to present new work in all aspects of email and messaging,
including uses and abuses such as spam.

A special event associated with CEAS 2007 is the Live Spam Challenge.
(http://www.ceas.cc/2007/challenge/challenge.html)

We encourage you to check the CEAS web site for the registration and advance
program as well as up-to-date conference information, including

    *  Conference schedule
    *  Live Spam Challenge
    *  Accepted papers
    *  Conference facility
    *  Hotel information


Links of Registration and Hotel reservation are also provided in
this message:

* Registration:
The early registration deadline is 7/1. Please check
the registration online at
    https://www.acteva.com/booking.cfm?bevaid=133635

* Hotel reservation:
    http://www.ceas.cc/2007/hotel2007
    Before July 1st, if booked by phone:   $99.99


For other questions related to CEAS 2007,
please contact us via 
(received by all the chairs)
--++**==--++**==--++**==--++**==--++**==--++**==--++**==
ceas-announce mailing list
hwgf-qazypeen@lists.stanford.edu
https://mailman.stanford.edu/mailman/listinfo/ceas-announce",legit,Human-written,ai,legit,Human-written
"CEAS 2007 Conference on Email and Anti-Spam Call for Participation 

                       CALL FOR PARTICIPATION

           CEAS 2007 -- Fourth Conference on Email and Anti-Spam

	       Aug 2 and 3, 2007 (Thursday, Friday)

                       Mountain View, California
			 http://www.ceas.cc
				
The organizers of the Conference on Email and Anti-Spam (CEAS 2007)
invite you to participate in its fourth annual event.
CEAS has established itself as the major venue for Email related research
from both academia and industry, with topic covering all aspects of
electronic messaging including email, instant messaging, text messaging,
and VoIP.

The conference will be held as usual in Mountain View, California from
Aug 2 to Aug 3, 2007. This forum brings together academic and industrial
researchers to present new work in all aspects of email and messaging,
including uses and abuses such as spam.

A special event associated with CEAS 2007 is the Live Spam Challenge.
(http://www.ceas.cc/2007/challenge/challenge.html)

We encourage you to check the CEAS web site for the registration and advance
program as well as up-to-date conference information, including

    *  Conference schedule
    *  Live Spam Challenge
    *  Accepted papers
    *  Conference facility
    *  Hotel information


Links of Registration and Hotel reservation are also provided in
this message:

* Registration:
The early registration deadline is 7/1. Please check
the registration online at
    https://www.acteva.com/booking.cfm?bevaid=133635

* Hotel reservation:
    http://www.ceas.cc/2007/hotel2007
    Before July 1st, if booked by phone:   $99.99


For other questions related to CEAS 2007,
please contact us via 
(received by all the chairs)
--++**==--++**==--++**==--++**==--++**==--++**==--++**==
ceas-announce mailing list
hwgf-qazypeen@lists.stanford.edu
https://mailman.stanford.edu/mailman/listinfo/ceas-announce",legit,Human-written,deterministic,legit,Human-written
"Re: [Python-Dev] Python-Dev Summary Draft (April 1-15, 2007) On Tue, Apr 24, 2007, Brett Cannon wrote:
> On 4/24/07, Calvin Spealman  wrote:
>>
>> I have not gotten any replies about this. No comments, suggestions for
>> not skipping any missed threads, or corrections. Is everyone good with
>> this or should I give it another day or two?
> 
> Up to you.  Usually if anyone is going to reply without prodding it
> happens within a 24 hours (if you send out the draft on the weekend I
> tended to wait until Monday evening).

Actually, my schedule is such that I usually don't read it UNTIL the
weekend, so waiting until the Monday after sending out a draft probably
doesn't hurt.
-- 
Aahz (tlxa@pythoncraft.com)           <*>         http://www.pythoncraft.com/

""...string iteration isn't about treating strings as sequences of strings, 
it's about treating strings as sequences of characters.  The fact that
characters are also strings is the reason we have problems, but characters 
are strings for other good reasons.""  --Aahz
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com",legit,Human-written,ai,legit,Human-written
"Re: [Python-Dev] Python-Dev Summary Draft (April 1-15, 2007) On Tue, Apr 24, 2007, Brett Cannon wrote:
> On 4/24/07, Calvin Spealman  wrote:
>>
>> I have not gotten any replies about this. No comments, suggestions for
>> not skipping any missed threads, or corrections. Is everyone good with
>> this or should I give it another day or two?
> 
> Up to you.  Usually if anyone is going to reply without prodding it
> happens within a 24 hours (if you send out the draft on the weekend I
> tended to wait until Monday evening).

Actually, my schedule is such that I usually don't read it UNTIL the
weekend, so waiting until the Monday after sending out a draft probably
doesn't hurt.
-- 
Aahz (tlxa@pythoncraft.com)           <*>         http://www.pythoncraft.com/

""...string iteration isn't about treating strings as sequences of strings, 
it's about treating strings as sequences of characters.  The fact that
characters are also strings is the reason we have problems, but characters 
are strings for other good reasons.""  --Aahz
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com",legit,Human-written,deterministic,legit,Human-written
"Re: A question on rulesrc/sandbox/ > I gues the problem is in the code that copies rules from the sandboxes into
> the rules/70_sandbox.cf.

Thanks Justin for fixing mkrules.

  Mark",legit,Human-written,ai,legit,Human-written
