URL,original_label,method,prediction
www.gzqb.com.cn/Images/?us.battle.net/login/en/?ref=mlvmmkcus.battle.net/d3/en/index&app=com-d3,benign,ai,benign
www.gzqb.com.cn/Images/?us.battle.net/login/en/?ref=mlvmmkcus.battle.net/d3/en/index&app=com-d3,benign,deterministic,defacement
webanswers.com/real-estate/do-i-have-to-file-an-amendment-to-a-deed-of-trust-to-change-dollar-amount-2f6475,benign,ai,benign
webanswers.com/real-estate/do-i-have-to-file-an-amendment-to-a-deed-of-trust-to-change-dollar-amount-2f6475,benign,deterministic,defacement
amazon.com/Jubilee-Dive-Drams/dp/B000FVGLES,benign,ai,benign
amazon.com/Jubilee-Dive-Drams/dp/B000FVGLES,benign,deterministic,defacement
albumallshallperish.blogspot.com/,benign,ai,benign
albumallshallperish.blogspot.com/,benign,deterministic,defacement
kexp.org/reviews/review_artist.asp?artist=Los%20Pleneros%20de%20la%2021/El%20Quinteto%20Criollo&action=genre&type=0&genre=70,benign,ai,benign
kexp.org/reviews/review_artist.asp?artist=Los%20Pleneros%20de%20la%2021/El%20Quinteto%20Criollo&action=genre&type=0&genre=70,benign,deterministic,defacement
filmsite.org/1938.html,benign,ai,benign
filmsite.org/1938.html,benign,deterministic,defacement
sfinsf.org/?page_id=21,benign,ai,benign
sfinsf.org/?page_id=21,benign,deterministic,defacement
webado.net/design-portfolio.php,benign,ai,benign
webado.net/design-portfolio.php,benign,deterministic,defacement
archiver.rootsweb.ancestry.com/th/read/BASS/2002-07/1027514782,benign,ai,benign
archiver.rootsweb.ancestry.com/th/read/BASS/2002-07/1027514782,benign,deterministic,defacement
yasni.co.uk/alexandra+stewart/check+people,benign,ai,benign
yasni.co.uk/alexandra+stewart/check+people,benign,deterministic,defacement
youtube.com/watch?v=kLnfqwHKjnM,benign,ai,benign
youtube.com/watch?v=kLnfqwHKjnM,benign,deterministic,defacement
rental-properties.rentalads.com/California/Emeryville/,benign,ai,benign
rental-properties.rentalads.com/California/Emeryville/,benign,deterministic,defacement
punknews.org/article/30395,benign,ai,benign
punknews.org/article/30395,benign,deterministic,defacement
hfboards.com/showthread.php?t=971641,benign,ai,benign
hfboards.com/showthread.php?t=971641,benign,deterministic,defacement
awcookcement.com/,benign,ai,benign
awcookcement.com/,benign,deterministic,defacement
highspirefire.com/,benign,ai,benign
highspirefire.com/,benign,deterministic,defacement
halifax.ca/legislation/bylaws/county/index.html,benign,ai,benign
halifax.ca/legislation/bylaws/county/index.html,benign,deterministic,defacement
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crJ7BhsirJYAbNqMShhrn4-0HU3Sk5-LhiA8rIklXgEC4QTtdtq2Np2HtLLsWCk2wGojudPB-M-Vk8cSsRnBqAdUe8axczPJx7LDtsaD3whqYoESJIdMCnfzetl5yD3szdcMGbVg-IiVCN4yHMzD4FpzbwfVAhXkr7XCqwUZBR7-JLz6X9WhX7kkhbhlleY9bgQifP_RbBUWxeTfDHw8NtJbjD8zg\%3D\%3D&amp;attredirects=0',benign,ai,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crJ7BhsirJYAbNqMShhrn4-0HU3Sk5-LhiA8rIklXgEC4QTtdtq2Np2HtLLsWCk2wGojudPB-M-Vk8cSsRnBqAdUe8axczPJx7LDtsaD3whqYoESJIdMCnfzetl5yD3szdcMGbVg-IiVCN4yHMzD4FpzbwfVAhXkr7XCqwUZBR7-JLz6X9WhX7kkhbhlleY9bgQifP_RbBUWxeTfDHw8NtJbjD8zg\%3D\%3D&amp;attredirects=0',benign,deterministic,defacement
thefreelibrary.com/%22I+will+gladly+share+with+them+my+richer+heritage%22%3a+schoolteachers+in...-a0113646014,benign,ai,benign
thefreelibrary.com/%22I+will+gladly+share+with+them+my+richer+heritage%22%3a+schoolteachers+in...-a0113646014,benign,deterministic,defacement
awinninghabit.com/,benign,ai,benign
awinninghabit.com/,benign,deterministic,defacement
youtube.com/watch?v=Pz7uvQpjWZo,benign,ai,benign
youtube.com/watch?v=Pz7uvQpjWZo,benign,deterministic,defacement
drpeppersnapplegroup.com/brands/7up/,benign,ai,benign
drpeppersnapplegroup.com/brands/7up/,benign,deterministic,defacement
fasken.com/francois-brais/,benign,ai,benign
fasken.com/francois-brais/,benign,deterministic,defacement
123people.ca/s/teresa+gravelle,benign,ai,benign
123people.ca/s/teresa+gravelle,benign,deterministic,defacement
southcarolina.rivals.com/content.asp?CID=1154395,benign,ai,benign
southcarolina.rivals.com/content.asp?CID=1154395,benign,deterministic,defacement
halls.com/index.asp,benign,ai,benign
halls.com/index.asp,benign,deterministic,defacement
genforum.genealogy.com/langley/messages/2340.html,benign,ai,benign
genforum.genealogy.com/langley/messages/2340.html,benign,deterministic,defacement
usafband.af.mil/questions/topic.asp?id=954,benign,ai,benign
usafband.af.mil/questions/topic.asp?id=954,benign,deterministic,defacement
eskimo.com/~recall/bleed/1205.htm,benign,ai,benign
eskimo.com/~recall/bleed/1205.htm,benign,deterministic,defacement
http://www.jewinthecity.com/wp-content/themes/magazine/long/7df070456b4b56fe6a1328b491f30056/,phishing,ai,phishing
http://www.jewinthecity.com/wp-content/themes/magazine/long/7df070456b4b56fe6a1328b491f30056/,phishing,deterministic,benign
www.icannwatch.org/article.pl?sid=01/05/17/222314,phishing,ai,phishing
www.icannwatch.org/article.pl?sid=01/05/17/222314,phishing,deterministic,defacement
ortaokultestleri.net,phishing,ai,benign
ortaokultestleri.net,phishing,deterministic,defacement
http://viva-sport.com/index.php?page=shop.browse&category_id=35&option=com_virtuemart&Itemid=54,defacement,ai,defacement
http://viva-sport.com/index.php?page=shop.browse&category_id=35&option=com_virtuemart&Itemid=54,defacement,deterministic,defacement
http://www.turismarviagens.com.br/wp-content/themes/turismar_theme/index.php,defacement,ai,phishing
http://www.turismarviagens.com.br/wp-content/themes/turismar_theme/index.php,defacement,deterministic,benign
"'www.pcmag.com/category2/0,4148,5378,00.asp'",phishing,ai,phishing
"'www.pcmag.com/category2/0,4148,5378,00.asp'",phishing,deterministic,defacement
http://fpdownload.macromedia.com/get/flashplayer/current/swflash.cab,malware,ai,phishing
http://fpdownload.macromedia.com/get/flashplayer/current/swflash.cab,malware,deterministic,benign
www.kees.cc/ffarm/ffarm.html,phishing,ai,phishing
www.kees.cc/ffarm/ffarm.html,phishing,deterministic,defacement
www.repmesa.com/linecard.html,phishing,ai,phishing
www.repmesa.com/linecard.html,phishing,deterministic,defacement
http://annviviskennel.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2FubnZpdmlza2VubmVsLm5ldC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD03NTphbHBpbnNrLWRhY2hzYnJhY2tlJkl0ZW1pZD05OQ==,defacement,ai,defacement
http://annviviskennel.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2FubnZpdmlza2VubmVsLm5ldC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD03NTphbHBpbnNrLWRhY2hzYnJhY2tlJkl0ZW1pZD05OQ==,defacement,deterministic,defacement
https://americanas.app.semanadasofertas.shop/acompanhamento/,phishing,ai,phishing
https://americanas.app.semanadasofertas.shop/acompanhamento/,phishing,deterministic,benign
http://165.22.80.89/armv6l,malware,ai,malware
http://165.22.80.89/armv6l,malware,deterministic,defacement
http://www.transports-rebours.com/index.php?format=feed&type=atom,defacement,ai,defacement
http://www.transports-rebours.com/index.php?format=feed&type=atom,defacement,deterministic,defacement
www.ansi.okstate.edu/breeds/cattle/angus/,phishing,ai,phishing
www.ansi.okstate.edu/breeds/cattle/angus/,phishing,deterministic,defacement
http://www.thereefrestaurant.com/wp-content/themes/thereef/style.css,malware,ai,malware
http://www.thereefrestaurant.com/wp-content/themes/thereef/style.css,malware,deterministic,benign
www.spec.org/cgi-bin/osgresults?conf=cpu95,phishing,ai,phishing
www.spec.org/cgi-bin/osgresults?conf=cpu95,phishing,deterministic,defacement
http://chefexpectations.com/images/index.html,phishing,ai,defacement
http://chefexpectations.com/images/index.html,phishing,deterministic,benign
https://pastebin.com/raw/1my7UUAV,malware,ai,malware
https://pastebin.com/raw/1my7UUAV,malware,deterministic,benign
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C619/login.php,phishing,ai,phishing
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C619/login.php,phishing,deterministic,defacement
http://deriair.com.au/index.php?option=com_contact&Itemid=18,defacement,ai,defacement
http://deriair.com.au/index.php?option=com_contact&Itemid=18,defacement,deterministic,defacement
http://www.ikedojo.com.br/novidades/galeria-de-videos.html,defacement,ai,defacement
http://www.ikedojo.com.br/novidades/galeria-de-videos.html,defacement,deterministic,benign
paypal.com-cgi-bin-update-your-account-andcredit-card.check-loginanjeeeng.ml,phishing,ai,benign
paypal.com-cgi-bin-update-your-account-andcredit-card.check-loginanjeeeng.ml,phishing,deterministic,defacement
catherineminnis.com,phishing,ai,benign
catherineminnis.com,phishing,deterministic,defacement
http://www.getashirtlikemine.com/component/user/remind,defacement,ai,defacement
http://www.getashirtlikemine.com/component/user/remind,defacement,deterministic,benign
www.cs.duke.edu/~awb,phishing,ai,phishing
www.cs.duke.edu/~awb,phishing,deterministic,defacement
http://www.zruby.sk/index.php/kontakt-mainmenu-79.1,defacement,ai,defacement
http://www.zruby.sk/index.php/kontakt-mainmenu-79.1,defacement,deterministic,benign
http://49.68.226.132:44047/Mozi.m,malware,ai,malware
http://49.68.226.132:44047/Mozi.m,malware,deterministic,defacement
rtuertyuer.com,phishing,ai,benign
rtuertyuer.com,phishing,deterministic,defacement
http://www.timali.com/listings?action=searchresults&sortby=Bathrooms&sorttype=ASC&cmsrealty=user,defacement,ai,defacement
http://www.timali.com/listings?action=searchresults&sortby=Bathrooms&sorttype=ASC&cmsrealty=user,defacement,deterministic,benign
http://www.unitre.org/index.php?&el_mcal_month=3&el_mcal_year=2013,defacement,ai,defacement
http://www.unitre.org/index.php?&el_mcal_month=3&el_mcal_year=2013,defacement,deterministic,benign
http://djsipke.nl/foto-album/category/1-cafedeknyp.html,defacement,ai,defacement
http://djsipke.nl/foto-album/category/1-cafedeknyp.html,defacement,deterministic,benign
morningdiaries.com,phishing,ai,benign
morningdiaries.com,phishing,deterministic,defacement
http://www.civelo.no/index.php?option=com_content&view=article&id=20:civelo-5&catid=14:valgmuligheter&Itemid=25&lang=nb,defacement,ai,defacement
http://www.civelo.no/index.php?option=com_content&view=article&id=20:civelo-5&catid=14:valgmuligheter&Itemid=25&lang=nb,defacement,deterministic,defacement
www.w3.org/People/Raggett/tidy/,phishing,ai,phishing
www.w3.org/People/Raggett/tidy/,phishing,deterministic,defacement
blog.stopartrose.be,phishing,ai,benign
blog.stopartrose.be,phishing,deterministic,defacement
https://salon-39.com/wp-content/uploads/2020/01/api.engine.php,malware,ai,phishing
https://salon-39.com/wp-content/uploads/2020/01/api.engine.php,malware,deterministic,benign
correiodecarajas.com.br,phishing,ai,phishing
correiodecarajas.com.br,phishing,deterministic,defacement
http://www.feuerwehr-werl.de/index.php?option=com_content&view=article&id=60&Itemid=60,defacement,ai,defacement
http://www.feuerwehr-werl.de/index.php?option=com_content&view=article&id=60&Itemid=60,defacement,deterministic,defacement
bizcombd.com,phishing,ai,benign
bizcombd.com,phishing,deterministic,defacement
http://www.gottadanceonline.com/index.php/calendar,defacement,ai,defacement
http://www.gottadanceonline.com/index.php/calendar,defacement,deterministic,benign
http://www.dynamicstrategies.com.au/our-services,defacement,ai,defacement
http://www.dynamicstrategies.com.au/our-services,defacement,deterministic,defacement
http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,malware,ai,malware
http://www.jin0044.com/ipl/app/help.php?GameType=5837&lang=zh-cn&HALLID=3820004&State=0,malware,deterministic,benign
http://www.sanluricalcio.it/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=71&limitstart=40,defacement,ai,defacement
http://www.sanluricalcio.it/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=71&limitstart=40,defacement,deterministic,defacement
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=163&lang=,defacement,ai,defacement
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=163&lang=,defacement,deterministic,defacement
http://comarcabrasil.com.br/index.php/campanhas.1,defacement,ai,defacement
http://comarcabrasil.com.br/index.php/campanhas.1,defacement,deterministic,defacement
http://www.yzsyedu.com/info_Show.aspx?typeid=11&id=480&newtype=2,defacement,ai,defacement
http://www.yzsyedu.com/info_Show.aspx?typeid=11&id=480&newtype=2,defacement,deterministic,defacement
http://m636864y.beget.tech/login.php,phishing,ai,phishing
http://m636864y.beget.tech/login.php,phishing,deterministic,benign
code.cside.com/3rdpage/us/unicode/converter.html,phishing,ai,benign
code.cside.com/3rdpage/us/unicode/converter.html,phishing,deterministic,defacement
http://www.floropedia.ro/includes/FORM87SJ.php,phishing,ai,defacement
http://www.floropedia.ro/includes/FORM87SJ.php,phishing,deterministic,defacement
http://9779.info/%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%A4%A7%E5%9B%BE/,malware,ai,malware
http://9779.info/%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%A4%A7%E5%9B%BE/,malware,deterministic,defacement
www.panopticum.com/ps/fire/fire.shtml,phishing,ai,phishing
www.panopticum.com/ps/fire/fire.shtml,phishing,deterministic,defacement
galahad.rl.ac.uk/galahad-www/,phishing,ai,phishing
galahad.rl.ac.uk/galahad-www/,phishing,deterministic,defacement
notificationyourspage.cf,phishing,ai,benign
notificationyourspage.cf,phishing,deterministic,defacement
www.economics.utoronto.ca/munro5/MunroAngloBurgEnHR1970.pdf,phishing,ai,phishing
www.economics.utoronto.ca/munro5/MunroAngloBurgEnHR1970.pdf,phishing,deterministic,defacement
danbricklin.com/log/treo180.htm,phishing,ai,benign
danbricklin.com/log/treo180.htm,phishing,deterministic,defacement
http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,ai,malware
http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,deterministic,defacement
saraja.com.pe,phishing,ai,benign
saraja.com.pe,phishing,deterministic,defacement
http://biz.wdlc.com.cn/payfile/paypal.html?https://www.paypal.com,phishing,ai,defacement
http://biz.wdlc.com.cn/payfile/paypal.html?https://www.paypal.com,phishing,deterministic,defacement
http://en.eego.asia/login/en/index.htm,phishing,ai,phishing
http://en.eego.asia/login/en/index.htm,phishing,deterministic,defacement
http://104.168.165.199/ABCDEFGHIJKLMNOPQRSTUVWXYZ/whoareyou.spc,malware,ai,malware
http://104.168.165.199/ABCDEFGHIJKLMNOPQRSTUVWXYZ/whoareyou.spc,malware,deterministic,defacement
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/bbae488948869e8b67b954d82856e24d/,phishing,ai,defacement
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/bbae488948869e8b67b954d82856e24d/,phishing,deterministic,defacement
http://www.rathgaelgym.org/classes.1,defacement,ai,defacement
http://www.rathgaelgym.org/classes.1,defacement,deterministic,benign
www.transexpert.net/english/,phishing,ai,phishing
www.transexpert.net/english/,phishing,deterministic,defacement
support-activity.000webhostapp.com,phishing,ai,phishing
support-activity.000webhostapp.com,phishing,deterministic,defacement
http://www.shekinahphotography.co.za/index.php?option=com_rsgallery2&page=inline&id=566&catid=2&Itemid=5,defacement,ai,defacement
http://www.shekinahphotography.co.za/index.php?option=com_rsgallery2&page=inline&id=566&catid=2&Itemid=5,defacement,deterministic,defacement
http://niedoba-assoc.com/~niedobaa/index.php?option=com_content&view=article&id=97&Itemid=163,defacement,ai,defacement
http://niedoba-assoc.com/~niedobaa/index.php?option=com_content&view=article&id=97&Itemid=163,defacement,deterministic,defacement
www.accesswave.ca/~lpcdesign/,phishing,ai,phishing
www.accesswave.ca/~lpcdesign/,phishing,deterministic,defacement
http://www.rich.in.ua/star-gallery/business.html,defacement,ai,defacement
http://www.rich.in.ua/star-gallery/business.html,defacement,deterministic,benign
www.webring.com/hub?ring=mhordoch&amp;list,phishing,ai,benign
www.webring.com/hub?ring=mhordoch&amp;list,phishing,deterministic,defacement
home.neopets.com/templates/homepage.phtml?pet_name=BestOfNeopets404s,phishing,ai,benign
home.neopets.com/templates/homepage.phtml?pet_name=BestOfNeopets404s,phishing,deterministic,defacement
http://185.130.215.18/play/office82.exe,malware,ai,malware
http://185.130.215.18/play/office82.exe,malware,deterministic,defacement
http://karenandersonphotography.com.au/about-us.html,defacement,ai,defacement
http://karenandersonphotography.com.au/about-us.html,defacement,deterministic,defacement
www.juvander.fi/OffRoad.aspx,phishing,ai,phishing
www.juvander.fi/OffRoad.aspx,phishing,deterministic,defacement
www.mimgames.com/tga/tgg/reviews/freighttrain.shtml,phishing,ai,phishing
www.mimgames.com/tga/tgg/reviews/freighttrain.shtml,phishing,deterministic,defacement
http://bon-dom.com/poleznyie-suveniryi/nabor-pivnoy-3-kruzhki-po-05-l,defacement,ai,benign
http://bon-dom.com/poleznyie-suveniryi/nabor-pivnoy-3-kruzhki-po-05-l,defacement,deterministic,defacement
http://www.negentis.com/performance-management,defacement,ai,defacement
http://www.negentis.com/performance-management,defacement,deterministic,benign
http://218.21.171.207:36218/Mozi.m,malware,ai,malware
http://218.21.171.207:36218/Mozi.m,malware,deterministic,defacement
partnersbrain.org,phishing,ai,benign
partnersbrain.org,phishing,deterministic,defacement
http://www.newtec.ac.uk/newtec-nurseries/newtec-mark-street-nursery/rooms-and-facilities.html,defacement,ai,defacement
http://www.newtec.ac.uk/newtec-nurseries/newtec-mark-street-nursery/rooms-and-facilities.html,defacement,deterministic,benign
www.exontrol.com/exresizer.jsp,phishing,ai,phishing
www.exontrol.com/exresizer.jsp,phishing,deterministic,defacement
http://114.239.39.47:48940/Mozi.m,malware,ai,malware
http://114.239.39.47:48940/Mozi.m,malware,deterministic,defacement
http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,malware,ai,malware
http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,malware,deterministic,defacement
secure.bzwbk.przelewy24-7.pl,phishing,ai,benign
secure.bzwbk.przelewy24-7.pl,phishing,deterministic,defacement
businesslinedubai.ae,phishing,ai,benign
businesslinedubai.ae,phishing,deterministic,defacement
http://www.northcoastpost.de/index.php?view=article&catid=36:jugend&id=67:how-i-met-your-father&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=55,defacement,ai,defacement
http://www.northcoastpost.de/index.php?view=article&catid=36:jugend&id=67:how-i-met-your-father&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=55,defacement,deterministic,defacement
policyaccountactive.gq,phishing,ai,benign
policyaccountactive.gq,phishing,deterministic,defacement
http://www.westlondongmpresources.org.uk/index.php?option=com_virtuemart&page=shop.browse&category_id=39&Itemid=1,defacement,ai,defacement
http://www.westlondongmpresources.org.uk/index.php?option=com_virtuemart&page=shop.browse&category_id=39&Itemid=1,defacement,deterministic,defacement
www.euronext.com/landing/indexMarket-18812-EN.html,phishing,ai,phishing
www.euronext.com/landing/indexMarket-18812-EN.html,phishing,deterministic,defacement
http://zeitfeist.de/youtube/5-reggae/625-bob-marley-legend-all-tracks.html,defacement,ai,benign
http://zeitfeist.de/youtube/5-reggae/625-bob-marley-legend-all-tracks.html,defacement,deterministic,defacement
oseiapeanicompany.com,phishing,ai,benign
oseiapeanicompany.com,phishing,deterministic,defacement
http://9779.info/%E7%BE%8E%E6%9C%AF%E9%B8%A1%E8%9B%8B%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,ai,malware
http://9779.info/%E7%BE%8E%E6%9C%AF%E9%B8%A1%E8%9B%8B%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,deterministic,defacement
http://eujuliano.com/signnownow/index.html.htm,phishing,ai,phishing
http://eujuliano.com/signnownow/index.html.htm,phishing,deterministic,defacement
http://www.construtoraelevacao.com.br/catalogo.1,defacement,ai,defacement
http://www.construtoraelevacao.com.br/catalogo.1,defacement,deterministic,benign
http://www.brigitte-koischwitz.de/index.php?option=com_virtuemart&page=shop.browse&search_limiter=name&keyword1=glรผck&Itemid=69,defacement,ai,defacement
http://www.brigitte-koischwitz.de/index.php?option=com_virtuemart&page=shop.browse&search_limiter=name&keyword1=glรผck&Itemid=69,defacement,deterministic,defacement
http://hrsbruvi.de/index.php?option=com_content&view=article&id=68&Itemid=103,defacement,ai,defacement
http://hrsbruvi.de/index.php?option=com_content&view=article&id=68&Itemid=103,defacement,deterministic,defacement
http://www.pidloga.com/o-nas/itemid-76.php,defacement,ai,defacement
http://www.pidloga.com/o-nas/itemid-76.php,defacement,deterministic,benign
www.wired.com/wired/archive/1.06/1.6_guis.html,phishing,ai,phishing
www.wired.com/wired/archive/1.06/1.6_guis.html,phishing,deterministic,defacement
www.polychimie.com/english/index.html,phishing,ai,phishing
www.polychimie.com/english/index.html,phishing,deterministic,defacement
http://sunriseheatingcooling.com/energy-money-saving-tips,defacement,ai,phishing
http://sunriseheatingcooling.com/energy-money-saving-tips,defacement,deterministic,benign
http://www.brigitte-koischwitz.de/index.php?page=shop.browse&category_id=8&option=com_virtuemart&Itemid=69,defacement,ai,defacement
http://www.brigitte-koischwitz.de/index.php?page=shop.browse&category_id=8&option=com_virtuemart&Itemid=69,defacement,deterministic,defacement
https://bit.ly/AFP_BCP,phishing,ai,phishing
https://bit.ly/AFP_BCP,phishing,deterministic,benign
www.cs.queensu.ca/~cordy/,phishing,ai,phishing
www.cs.queensu.ca/~cordy/,phishing,deterministic,defacement
http://zeitfeist.de/index.php,defacement,ai,defacement
http://zeitfeist.de/index.php,defacement,deterministic,defacement
http://138.197.153.117/fearlesshitter.i586,malware,ai,malware
http://138.197.153.117/fearlesshitter.i586,malware,deterministic,defacement
http://64.227.24.158/bins/Hilix.x86,malware,ai,benign
http://64.227.24.158/bins/Hilix.x86,malware,deterministic,defacement
https://pastebin.com/raw/cZD0Bm0c,malware,ai,malware
https://pastebin.com/raw/cZD0Bm0c,malware,deterministic,benign
http://www.liderplan.com/consultoria/ayudas-y-subvenciones,defacement,ai,defacement
http://www.liderplan.com/consultoria/ayudas-y-subvenciones,defacement,deterministic,benign
http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,ai,malware
http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,deterministic,defacement
archive.eiffel.com/doc/online/eiffel50/intro/language/,phishing,ai,benign
archive.eiffel.com/doc/online/eiffel50/intro/language/,phishing,deterministic,defacement
http://img.beihai365.com/bbs/forumid_231/20091101_b6cee6228d8653e359e1fIQeA5AyUq55.jpg,malware,ai,phishing
http://img.beihai365.com/bbs/forumid_231/20091101_b6cee6228d8653e359e1fIQeA5AyUq55.jpg,malware,deterministic,benign
judykat.com/ken-judy/,phishing,ai,benign
judykat.com/ken-judy/,phishing,deterministic,defacement
http://www.iremshrine.com/uniformed-units-mainmenu-109/legion-of-honor,defacement,ai,defacement
http://www.iremshrine.com/uniformed-units-mainmenu-109/legion-of-honor,defacement,deterministic,benign
https://mitsui-jyuku.mixh.jp/uploads/179N8Mk0.exe,malware,ai,malware
https://mitsui-jyuku.mixh.jp/uploads/179N8Mk0.exe,malware,deterministic,benign
sumicsow.gq,phishing,ai,benign
sumicsow.gq,phishing,deterministic,defacement
http://us.battle.net.ok.qe-rs.com/login/en/login.html?app=wam,phishing,ai,benign
http://us.battle.net.ok.qe-rs.com/login/en/login.html?app=wam,phishing,deterministic,defacement
fashion-mania.in,phishing,ai,benign
fashion-mania.in,phishing,deterministic,defacement
http://45.77.205.198/bins/UnHAnaAW.ppc,malware,ai,malware
http://45.77.205.198/bins/UnHAnaAW.ppc,malware,deterministic,defacement
www.alphaworks.ibm.com/tech/jinsight,phishing,ai,phishing
www.alphaworks.ibm.com/tech/jinsight,phishing,deterministic,defacement
www.writerfind.com/ardley.htm,phishing,ai,phishing
www.writerfind.com/ardley.htm,phishing,deterministic,defacement
xbox360.ign.com/objects/896/896273.html,phishing,ai,benign
xbox360.ign.com/objects/896/896273.html,phishing,deterministic,defacement
http://mueblescomuneros.com/informatica/8-informatica/detail/12-0028s.html?tmpl=component,defacement,ai,defacement
http://mueblescomuneros.com/informatica/8-informatica/detail/12-0028s.html?tmpl=component,defacement,deterministic,benign
http://chelurao.ru/index.php?option=com_content&view=article&id=8&Itemid=9&lang=ru,defacement,ai,defacement
http://chelurao.ru/index.php?option=com_content&view=article&id=8&Itemid=9&lang=ru,defacement,deterministic,defacement
http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,malware,ai,malware
http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,malware,deterministic,benign
www.fastsearch.com/press.aspx?m=63,phishing,ai,phishing
www.fastsearch.com/press.aspx?m=63,phishing,deterministic,defacement
http://www.marketingendesign.nl/sprekers/172-truus-dokter,defacement,ai,defacement
http://www.marketingendesign.nl/sprekers/172-truus-dokter,defacement,deterministic,benign
santarellano.com,phishing,ai,benign
santarellano.com,phishing,deterministic,defacement
http://bon-dom.com/bochki-i-zhbanyi-dlya-vina-vodki-i-konyaka/zhban-dubovyiy-15l-na-podstavke,defacement,ai,benign
http://bon-dom.com/bochki-i-zhbanyi-dlya-vina-vodki-i-konyaka/zhban-dubovyiy-15l-na-podstavke,defacement,deterministic,defacement
http://www.teatrodellaforma.com/web-link/2-siti-utili/1-fita,defacement,ai,defacement
http://www.teatrodellaforma.com/web-link/2-siti-utili/1-fita,defacement,deterministic,defacement
www.cyb-tec.com/equipment_d.htm,phishing,ai,phishing
www.cyb-tec.com/equipment_d.htm,phishing,deterministic,defacement
http://www.autoretro.it/abarth/AB08.htm,defacement,ai,defacement
http://www.autoretro.it/abarth/AB08.htm,defacement,deterministic,benign
http://www.kristall-zell.at/index.php/en/aktivitaeten.html,defacement,ai,defacement
http://www.kristall-zell.at/index.php/en/aktivitaeten.html,defacement,deterministic,defacement
apple-apple-appid.com,phishing,ai,benign
apple-apple-appid.com,phishing,deterministic,defacement
http://marbrespalau.com/index.php?option=com_content&view=article&id=48&Itemid=57&lang=ca,defacement,ai,defacement
http://marbrespalau.com/index.php?option=com_content&view=article&id=48&Itemid=57&lang=ca,defacement,deterministic,benign
http://www.klavierhaus-alber.de/index2.php?option=com_content&view=article&id=71,defacement,ai,defacement
http://www.klavierhaus-alber.de/index2.php?option=com_content&view=article&id=71,defacement,deterministic,defacement
http://138.68.29.144/SBIDIOT/rtk,malware,ai,malware
http://138.68.29.144/SBIDIOT/rtk,malware,deterministic,defacement
www.sapscene.com/sapscene/,phishing,ai,phishing
www.sapscene.com/sapscene/,phishing,deterministic,defacement
http://www.parafiapiaski.pl/index.php?option=com_content&view=article&id=31:podrcznik-kandydata-na-ministranta&catid=2&Itemid=29,defacement,ai,defacement
http://www.parafiapiaski.pl/index.php?option=com_content&view=article&id=31:podrcznik-kandydata-na-ministranta&catid=2&Itemid=29,defacement,deterministic,benign
